Comments,Comment_ID,Reply_Count,Like_Count,Date,VidId,user_ID,Sentiment,DateOnly
"Hi Ken, you recommended having some sort of data collection element involved in our projects but how would you show that? Other than including the datasets in your project files & explaining in a writeup, is there any way to show people what your data collection process is?

Also, would you be able to make a video on working with big data / hadoop sometime in the future (if that's something you've had experience with)?",UgwmV4uLsW0lW9GtxEB4AaABAg,2,0,2020-08-24 14:18:53+00:00,yukdXV9LR48,user_3517,Positive,2020-08-24
I'm excited about the 66 days of data idea. Really helpful interview.,UgyJdYdpG8TEXgzHq6Z4AaABAg,1,1,2020-08-24 07:57:01+00:00,SsGKZe4dVyk,user_4849,Positive,2020-08-24
"There is something wrong with your promotion. The yearly price is only 20% off, please correct and update",UgzBjs4opx3lmChY3aZ4AaABAg,2,0,2020-08-24 06:47:32+00:00,iGUiLWFDWfk,user_1817,Negative,2020-08-24
When do we remove the NaN or null values and outliers in the dataset?,Ugyro5hruU8guVHtmsp4AaABAg,1,0,2020-08-24 06:44:39+00:00,QWgg4w1SpJ8,user_5325,Neutral,2020-08-24
Very informative video. Love the tone and your style of talking.,UgxYqXTgJayhMuMCV914AaABAg,1,0,2020-08-24 04:07:38+00:00,Ip50cXvpWY4,user_4302,Positive,2020-08-24
Any advice for someone who can't afford to finish their degree right now(I have 3 years of applied mathematics).,UgwcBUTI_m5eFFcI6V54AaABAg,1,0,2020-08-24 03:56:23+00:00,SsGKZe4dVyk,user_239,Positive,2020-08-24
"I so needed this right now.Thanks for including people on this side of the spectrum,the beginners!",UgzMmVEBCEkrI7-k4n94AaABAg,1,0,2020-08-24 03:51:32+00:00,SsGKZe4dVyk,user_239,Positive,2020-08-24
"Hi, Ken i just wanted to say thank you so much . I was on youtube all day looking for good  video on data science.  I am trying to get a job on Data Science, i have a degree on international studies, and this is new to me. i just don't know where to start.",Ugy77_ijeKWl9vRq3_B4AaABAg,1,0,2020-08-23 22:54:58+00:00,Ip50cXvpWY4,user_5740,Positive,2020-08-23
Can someone who’s not so good with Maths go for data science career path,Ugz5IcRh5h0dXWzbmuh4AaABAg,1,1,2020-08-23 22:41:03+00:00,SsGKZe4dVyk,user_1895,Positive,2020-08-23
"Pro tip: just play this video at 1.5 play speed, thank me later!",Ugxw55dVeNtazw3XS694AaABAg,3,33,2020-08-23 20:27:49+00:00,pWVQ0vN5uig,user_667,Neutral,2020-08-23
"Your wholesome click-bait worked ! Just purchased your course on Udemy, it was on sale for $10. Thanks for making such a great resource. Cheers !",UgwUZbLazRH90rx9_aN4AaABAg,2,0,2020-08-23 19:39:40+00:00,iGUiLWFDWfk,user_264,Positive,2020-08-23
"Hi, I'm a mathematics major college student and I've recently started working on data science. I find making my own projects quite hard as I don't have any ideas to start with, would be great if you could help!",UgwAbN0Had3F6_ER-094AaABAg,1,0,2020-08-23 19:35:19+00:00,4OZip0cgOho,user_2133,Positive,2020-08-23
"Hello, where do you recommend learning the necessary statistics needed for Data Science?",UgyTszTC7ThRLe8TuwJ4AaABAg,2,0,2020-08-23 16:29:36+00:00,VN12ZPFsApM,user_3819,Neutral,2020-08-23
Thanks a lot Ken! Can you please make a video on what software and programming skills are essential for a data scientist job? I am currently learning deeplearning in python. But I am still pretty weak in data visualization and plotting. What should I learn for data visualization? Which libraries in python or what other softwares should I learn to use?,UgycfXSA_H6kR1TE7fR4AaABAg,3,1,2020-08-23 15:57:45+00:00,yukdXV9LR48,user_4107,Neutral,2020-08-23
Thanks for the great content!,UgxWtLsyNOjoQETVa8l4AaABAg,1,0,2020-08-23 14:33:36+00:00,MpF9HENQjDo,user_1010,Positive,2020-08-23
"Wow, a very detailed lesson on single and multi regression with cross-validation. regarding your comment to have the actual selling price information, is it for error computation or for model fitting? will there be leakage if use in model fitting? thanks.",Ugz6hI3mRsyHxktJJKh4AaABAg,2,0,2020-08-23 13:06:12+00:00,EAezvs0eL1s,user_2447,Positive,2020-08-23
"Watch on 1.25 speed thanks, great content :)",UgzXnLRS18QaPOt0EE54AaABAg,1,0,2020-08-23 12:10:05+00:00,iGUiLWFDWfk,user_3469,Positive,2020-08-23
Is it alright to learn DS if the language you're using is c++?,UgwlDgRiMhm1907jCvd4AaABAg,1,0,2020-08-23 08:57:22+00:00,4OZip0cgOho,user_1470,Neutral,2020-08-23
liked and subscribed Thanku,Ugyg_U51ZKXP3IVZCvp4AaABAg,1,0,2020-08-23 08:47:30+00:00,KHAuuOQui2U,user_5477,Positive,2020-08-23
Is competitive programming good for data scientist and if someone has participated into it and got a good result so can he mention that in his/her resume?,UgwY3EEZHWQnyyve3E14AaABAg,2,0,2020-08-23 07:02:14+00:00,iGUiLWFDWfk,user_3048,Positive,2020-08-23
Nice.. thanks!!,UgyjiMAZ77FbTFYuVkt4AaABAg,1,0,2020-08-23 05:49:10+00:00,4OZip0cgOho,user_4268,Positive,2020-08-23
Learned some great cleaning skills on datasets. thanks,UgyYiBiZ9aEM4yY8ruF4AaABAg,1,0,2020-08-23 04:58:57+00:00,4yI3vVe0Jos,user_2447,Positive,2020-08-23
"I believe data science is a must-have skill. even when you think your current field is not related to data science, eventually it would be!",UgyAHIEB0TPjsUmfewF4AaABAg,1,0,2020-08-23 03:09:55+00:00,4OZip0cgOho,user_946,Neutral,2020-08-23
"Great lecture, easy to understand and gain a lot of skills in the vedio. Thanks",Ugwob5YHlXY_z-zS4aB4AaABAg,1,0,2020-08-23 02:24:31+00:00,yIJrCFXs0rU,user_2447,Positive,2020-08-23
"great intro exploration, easy for first timers, nice recap for beginners. thanks",Ugxbht3oYY2A5jdLeUt4AaABAg,1,0,2020-08-23 02:14:09+00:00,Z9dGmL2G-4k,user_2447,Positive,2020-08-23
"Thanks for this intro and starting with anaconda, it very easy to follow. i had been using jupyter since 365, kind of only one i used. i understand spyder can see the variable and dataframe easily. i have a question for the same code and dataset, which will run faster? spyder or jupyter? Thanks",UgxMwoI3PimpzqPvRoR4AaABAg,1,1,2020-08-23 02:04:18+00:00,C4OPn58BLaU,user_2447,Positive,2020-08-23
Can you do more videos on EDA?,UgxfvNYLqH7Znr6Ew_14AaABAg,1,0,2020-08-23 01:52:32+00:00,I3FBJdiExcg,user_5325,Positive,2020-08-23
"This seems like the kind of top-tier job you would get in silicon valley. I'm from the midwest US and really want to see the more mundane and less glamorous jobs that are out here, since I don't want to leave behind my family and friends and life in indiana to chase a dream job. I know someone who works as a data analyst for CANON and a lot of his work is SQL queries and relational databases and excel spreadsheets. Don't get me wrong -- your job looks amazing -- but it looks really competitive (like 200+ applications per job for these sorts of things) and something that would be near impossible with my background in the humanities.

edit: You know, I just re-read this comment and it sounded rude. So let me just say that I do really appreciate your content and videos!! :-)",Ugzsv69GmJyktTtKW9Z4AaABAg,1,0,2020-08-23 01:47:53+00:00,lUUqrRgerd8,user_4625,Positive,2020-08-23
"So much respect for you, Ken! You are being transparent instead of hard selling like everyone else.",UgyaRIrkKR_qr990vkp4AaABAg,1,1,2020-08-22 20:18:49+00:00,iGUiLWFDWfk,user_450,Neutral,2020-08-22
Does the dislike button hurt or help creators?,UgyHCGb9umEN8d3miZF4AaABAg,1,1,2020-08-22 20:15:12+00:00,YbTMIxjk4hI,user_450,Neutral,2020-08-22
I bet The Countess survived :V,UgwwV5Y67-ZhuXGg6554AaABAg,1,1,2020-08-22 19:50:31+00:00,I3FBJdiExcg,user_2610,Neutral,2020-08-22
"Judging by the amount of effort you put into organizing your thoughts and ideas and displaying them in your videos, I can tell you would make an excellent lecturer.",UgymHxjJ1bC8rb8ihjN4AaABAg,1,1,2020-08-22 18:52:41+00:00,iGUiLWFDWfk,user_5235,Positive,2020-08-22
"Hi ken,
I want to know whether classical algorithmic concepts such as greedy methods, divide and conquer, dynamic programming etc. are necesaary to learn before moving to ML. 
Waiting for your reply...",Ugy9RTgCCBMQ4Py73cl4AaABAg,3,10,2020-08-22 17:53:00+00:00,4OZip0cgOho,user_3522,Neutral,2020-08-22
What was his resources again data camp and data class ..?where will I get it?,UgwwySDwmwiheL-372V4AaABAg,1,1,2020-08-22 17:31:46+00:00,SsGKZe4dVyk,user_2692,Neutral,2020-08-22
"Hi Ken, Thank you very much for sharing these info!! I am following you as a guide for my Data Science journey, so I really appreciate everything you do! Currently I am an account Manager but I feel burning in me the love for data science. Data are my daily bread, so I would like to manage data in a deep way and creating new value by doing it.  I agree that the best way for learning Data Science is by doing projects, so do you think that the best could be finding projects for ""beginners"" on Kaggle or it could be better to do Kaggle projects without any kind of ""limit"" (so in this case just with the purpose of increasing skills by doing different kind of data analysis)?  Thank you again Ken and have a great day :)",Ugy2Dln0L4c2CiFMjA54AaABAg,2,0,2020-08-22 17:25:21+00:00,8igH8qZafpo,user_686,Positive,2020-08-22
"Hi Ken. I hope you are well. Thank you for the great deal of work you are doing to help here. I was trying to replicate this video on my own on Spyder.  When I tried ""7"" and ""x= 7"". I got  ""runcell(0, 'C:/Users/jider/untitled0.py')"" in my console. What would you advise I do to get through this please",Ugzn12A7QFKcIrAqJxt4AaABAg,1,0,2020-08-22 15:25:05+00:00,Z9dGmL2G-4k,user_2112,Positive,2020-08-22
"Hey Ken, what are some good reads you recommended for building Data science knowledge?  
I’ll be going to Kaggle eventually as you mentioned. 

I’m at a community college learning c++ for the AS in Computer Science then transferring to a 4YR and getting the BS in Data Science and will learn python and R.",UgwWs2yj7VYawoS1xbp4AaABAg,1,0,2020-08-22 13:48:09+00:00,hpMc6TgT34I,user_5710,Positive,2020-08-22
Sounds like clustering models (unsupervised) can be used to design database tables,UgyEhKCm-WSbcLF8sE14AaABAg,2,0,2020-08-22 08:51:33+00:00,yukdXV9LR48,user_3699,Neutral,2020-08-22
Thank you Ken for your contents. I recently got 365 data science course with your discount link😁 because I noticed some basic knowledge gap from learning in an unstructured manner. I hope to polish my skills and get a job before the year winds up. Thank you!,UgxOeeX4DYenOOv3zK14AaABAg,1,0,2020-08-22 08:13:10+00:00,iGUiLWFDWfk,user_1201,Neutral,2020-08-22
Thank you for being brutally honest. Respect.,Ugz7mA542xciJu2i_gp4AaABAg,1,0,2020-08-22 05:35:03+00:00,iGUiLWFDWfk,user_3791,Positive,2020-08-22
"Hey ken, if you ever plan to make videos teaching data science concepts or any sort of tutorials but you are struggling with time, try live streaming. It will save so much time of yours since you don't have to edit them  + you can interact with us guys more often.",UgypSsCz3eVIrBxaaHB4AaABAg,1,1,2020-08-22 04:35:49+00:00,iGUiLWFDWfk,user_1772,Positive,2020-08-22
"Hi, ken. I really like your voice. I'm not a native English speaker and your video really helps me speak like a Data engineer. HAHA.
I'm doing my master's degree in Data Science/AI. Personally speaking, my college's courses and many resources like Andrew NG's lecture mainly focusing on mathematical theories. If there are courses about job seeking, it is really useful for me : )
Thank you for your awesome content!",UgxjOTdOPSOhSyGN2UN4AaABAg,1,0,2020-08-22 02:08:51+00:00,iGUiLWFDWfk,user_3546,Positive,2020-08-22
So honest!!!!!!!!!!!!!!!,Ugy7eBwFWIOQvUV7SZ54AaABAg,1,1,2020-08-22 00:15:19+00:00,iGUiLWFDWfk,user_1,Positive,2020-08-22
"Hi Ken, I saw your course in it as i had already bought a one year package. as my boot camp starts in a fortnight, i am desperate for time to get my machine leaning code done in kaggle datasets. i will go through your course after the bootcamp. i am currently undergoing kaggle mini-courses to get going. the new visualisation course in 365 also i on-holding it, lol. i watch your titanin walkthrough, several times, its great. but it is too high level for us beginners. i am trying the easier one on estonia. i wonder if you could do something like titanic on a much simplier dataset, for those really beginners out there and me. i like your voice, tone, speed. its really easy to understand. i like 365, its guide learners very well. but then we need more practise on datasets, there is where kaggle comes in. but its overwhelming for beginners too. there are too much to learn to roam around in kaggle, so i took the mini-course to learn how to get its data, and to submit. Thanks for the contents. i watch everyone of it",UgxbLADqtOa-p3aDpoN4AaABAg,2,1,2020-08-22 00:09:23+00:00,iGUiLWFDWfk,user_2447,Positive,2020-08-22
"Dude I literally binge watched almost all your videos. Thank you so much for providing invaluable and informative information to the general public. I felt that this channel is especially invaluable with those who do not have the ability to attend a higher level institution. This channel clearly and concisely shows all the necessary steps and procedures to succeed in this field, which I greatly admire and appreciate. You're an actual legend, keep up the amazing work.",Ugw0NOd7Ra0RZe_8jPV4AaABAg,1,3,2020-08-22 00:02:12+00:00,iGUiLWFDWfk,user_1565,Positive,2020-08-22
"Love your honesty, those who save money because of this video will appreciate you a lot",UgwABwiefZ8eJRENJ7V4AaABAg,1,1,2020-08-21 21:35:11+00:00,iGUiLWFDWfk,user_545,Positive,2020-08-21
"Beast gig, I am new to deep learning. Please let me know if my below pc is ok for it

Processor- AMD Phenom hi x6 (6 core 6 threads)

Ram - 16 gb ddr3 1800

Graphic card - ati 5770 1 gb ddr5 

240 gb SSD 

1 tb hard disk",UgxEC7NHcFULd1b0Bvd4AaABAg,1,1,2020-08-21 21:20:10+00:00,_rbrdNTpZGo,user_4492,Positive,2020-08-21
Bought and video commented 👍🏻😂😎,UgyyORHESkOm8RPTtFV4AaABAg,2,1,2020-08-21 21:07:25+00:00,iGUiLWFDWfk,user_2579,Neutral,2020-08-21
"I like the fact that you made it clear that these aren't inherent skills or character sets, but that they can be learnt!! :)

I would work more on collaboration for personal projects both in Ds and web development",UgwW8X_8TobCsLVnLph4AaABAg,2,3,2020-08-21 20:53:38+00:00,m5pwx3hgtzM,user_1,Positive,2020-08-21
"this guy is such a great lad, he's an inspiration for me at this point.",UgzHypmAC3eJ9FAy-Up4AaABAg,1,5,2020-08-21 20:23:02+00:00,iGUiLWFDWfk,user_3013,Positive,2020-08-21
"Production quality 💯💯 Camera, mix, editing, speaking everything!! So much growth haha",UgzzBevmCylgMzYlWkd4AaABAg,1,1,2020-08-21 20:09:12+00:00,iGUiLWFDWfk,user_3565,Positive,2020-08-21
"It's really  cool to see Python and Anaconda fight in jupyter planet, like an R rated movie,.. Haha",UgxMkKwJECg94BkoASJ4AaABAg,1,25,2020-08-21 19:54:46+00:00,C4OPn58BLaU,user_2437,Positive,2020-08-21
Ken I'm curious as to why you prefer spyder over jupyter? Just your preferred editor?,Ugw6OZZ14n8JT5KdL8x4AaABAg,2,1,2020-08-21 19:52:55+00:00,GmW4F6MHqqs,user_97,Negative,2020-08-21
This is a game changing playlist. By far one of the most valuable lessons to date. Thank you!,Ugz4A1M16BdwrlPSAgd4AaABAg,2,28,2020-08-21 19:49:21+00:00,GmW4F6MHqqs,user_97,Positive,2020-08-21
Always be plugging! You have a great ethos from reading your comments (and what I think of you). Highlighting that your free content is already a great substitute is a great point to build trust. We support you!!,UgzVWKeEZgv0S0-G8NJ4AaABAg,1,1,2020-08-21 19:39:41+00:00,iGUiLWFDWfk,user_438,Positive,2020-08-21
"2:10  haha wow.

Great Video Man.",UgycCGjsF7ldHNFpBNt4AaABAg,1,1,2020-08-21 18:48:37+00:00,iGUiLWFDWfk,user_3003,Positive,2020-08-21
Is anyone else going to get the course just hear Ken's voice?? 🙋🏿‍♂️,UgwWeNikDxL2W3LQy6Z4AaABAg,1,5,2020-08-21 18:45:33+00:00,iGUiLWFDWfk,user_3281,Neutral,2020-08-21
"🤔 I bought the course after watching a ""Don't Buy My Course.."" video",Ugzu-lOgz3nYVUsuaw94AaABAg,3,2,2020-08-21 18:44:10+00:00,iGUiLWFDWfk,user_3794,Neutral,2020-08-21
"why don't you come live for solving any data science case study so that we can code and solve along with you the case problems and learn from your approach? I and my friends would love you to watch that, if possible for you. By the way, watched and loved your every content",UgzBGMFQennVLlbct8p4AaABAg,2,1,2020-08-21 18:32:13+00:00,iGUiLWFDWfk,user_5739,Positive,2020-08-21
"you are very honest person in giving opinion, thanks",UgxdMdR9yQmZyFbfe9N4AaABAg,1,1,2020-08-21 18:24:17+00:00,iGUiLWFDWfk,user_2346,Positive,2020-08-21
udemy courses are really affordable. my first intro to machine learning is via udemy. the good thing is that you can get answer of the questions. which is not in youtube,UgwCEktUj0NpY0tIvKB4AaABAg,1,1,2020-08-21 18:15:23+00:00,iGUiLWFDWfk,user_4471,Positive,2020-08-21
"Big fan of your show and the guidance you provide.  Interviews like this are extremely helpful for those of us looking to get further into data science, both from a motivational perspective (someone did it, here's proof) and an instructional perspective (here's a way someone did it, it worked for them, here's why and how).  Thank you again for doing this.",UgxCquFZQ95wRuYFKSt4AaABAg,1,1,2020-08-21 17:46:55+00:00,SsGKZe4dVyk,user_1670,Neutral,2020-08-21
That is so honest and cool of course :),UgwcOdM1yYkMpViFGHR4AaABAg,1,1,2020-08-21 17:26:30+00:00,iGUiLWFDWfk,user_1189,Positive,2020-08-21
"In an environment where people just market their products without considering its actual value, there are a very few people who open up like this and be honest to their target audience. Ethics is very important!
Thank you for the awesome content as always! :)",UgxXndJ9-s6juVu6Ty14AaABAg,1,6,2020-08-21 17:18:13+00:00,iGUiLWFDWfk,user_2315,Positive,2020-08-21
damn ken i sooo humble man. love him.,Ugz1EOI3MAaLtvuyQMh4AaABAg,1,2,2020-08-21 17:16:41+00:00,iGUiLWFDWfk,user_3445,Positive,2020-08-21
"Do you think this course can be done in a day, like 6 - 8 hours in total? Also, do you go through an in-depth analysis about python or is it just rudimentary information about python? I want to get better at my python skills.",Ugyq_PMCAbIOZOU0Rx94AaABAg,1,2,2020-08-21 17:15:16+00:00,iGUiLWFDWfk,user_3132,Positive,2020-08-21
"What a great clickbait title, I like it :D",UgzKvMQhvQUx2AkuyE94AaABAg,1,1,2020-08-21 17:13:53+00:00,iGUiLWFDWfk,user_4843,Positive,2020-08-21
"I haven't seen such honest personality in my life, who is thinking about people not about own 
Really appreciated your efforts
I wish your all dreams come true !!!!!👍",Ugz2MNiKc4mpnnoZxOR4AaABAg,2,1,2020-08-21 17:10:00+00:00,iGUiLWFDWfk,user_4045,Positive,2020-08-21
"I rarely leave comments on videos, but as someone working towards landing my first DS job, I’ve found your content and channel extremely valuable. I also appreciate your candor and transparency.",Ugzswq4v3Z1hL4hrsD54AaABAg,1,1,2020-08-21 16:59:35+00:00,iGUiLWFDWfk,user_3906,Positive,2020-08-21
"My college is sponsoring all courses on Coursera till end of September and I'm completing courses and their assignments for about 6-8hrs a day. I have so many personal projects in mind which I wanna do but I'm not able to decide should I stop taking those courses and just do my projects instead? I'm learning new stuff all the time through those courses and they great. Currently completing the 'Applied Data Science with Python Specialization' and I plan on doing the Deep Learning Specialization after completing this one, what do you think I should do? Thanks for reading till the end.",UgyBOh9Kmde3QHKlLt54AaABAg,4,6,2020-08-21 16:57:13+00:00,iGUiLWFDWfk,user_1635,Positive,2020-08-21
"I'm doing the Data Science Professional Certification by IBM on Coursera. What's your opinion on it? I really hope it's worth it. I'm at course 5 out of a total of 9. Started just 1.5 months ago and I'm overwhelmed by the amount of topics I need to learn. One thing that really bothers me is that I don't know how deeply I need to understand a particular topic. For example, python. Numpy, pandas, etc. How much of it is required to be able to work effectively with data? Any suggestions Ken?",UgxQCwtVLPCsWThnSk14AaABAg,2,1,2020-08-21 16:56:17+00:00,SsGKZe4dVyk,user_1878,Positive,2020-08-21
I think we all would agree with that 7:31 😆Is that a Joby tripod I see in the background?  Awesome gear 😃,UgySgIpzoQ-g89Gu_CN4AaABAg,1,1,2020-08-21 16:54:50+00:00,iGUiLWFDWfk,user_1178,Positive,2020-08-21
"Thank you sir, for these recommendations :)",UgyN8arHS5Lshp8OV3h4AaABAg,1,1,2020-08-21 16:54:23+00:00,Ip50cXvpWY4,user_1778,Positive,2020-08-21
"Telling these things on youtube honestly is a big task.
Thank you for guiding us sir",UgxRQI_qDu1MIf0hOXR4AaABAg,1,1,2020-08-21 16:47:17+00:00,iGUiLWFDWfk,user_1778,Neutral,2020-08-21
"Ken, Thank you for your honesty and authentic interest to share the joy of your profession.  I will continue to watch your videos to determine my next steps. Keep up your great work!",UgxF2KRc450e4Z0I4ON4AaABAg,1,1,2020-08-21 16:45:38+00:00,iGUiLWFDWfk,user_4474,Positive,2020-08-21
will you provide certificate? how do you compare coursea vs 365datascience?,UgzN6_aByfCwc_LBHwV4AaABAg,6,1,2020-08-21 16:43:42+00:00,iGUiLWFDWfk,user_3079,Neutral,2020-08-21
Nice work on the logo!,UgxGMj2SEedO-GEYFgh4AaABAg,1,1,2020-08-21 16:39:10+00:00,iGUiLWFDWfk,user_5178,Positive,2020-08-21
"You're honesty/believability is is one of your strongest assets for this channel. Obviously, aside from your knowledge on the subject.",Ugxo_nfzlbd6ONbB7Xh4AaABAg,1,1,2020-08-21 16:33:35+00:00,iGUiLWFDWfk,user_2027,Negative,2020-08-21
"Bro if it wasn't for your content I wouldn't have a clue on how to break into DS. Without it I'd be completely lost, especially when it comes to sports analytics. I'll definitely be checking out your course. Thanks man",Ugy-PthJom69xzSl0Qx4AaABAg,1,1,2020-08-21 16:25:38+00:00,iGUiLWFDWfk,user_2268,Positive,2020-08-21
Master Ken jee course is thing that can actually help student. By paying little amount  for course student actually value the course more. ❤️ Soon will join ur course 🤠,UgxDlv0Cm1xSzcodJrt4AaABAg,2,1,2020-08-21 16:23:08+00:00,iGUiLWFDWfk,user_3595,Positive,2020-08-21
"Hey Ken, surely gonna check out your course! Could you also do a course specifically for sports analytics??

Cheers!",UgwFigc3E1V72nIG9bV4AaABAg,1,4,2020-08-21 16:23:05+00:00,iGUiLWFDWfk,user_4700,Positive,2020-08-21
"Ken : ""Don't tell Udemy...""
Also Ken : Uploads the video on YouTube where anyone can see it...
(loved your honesty btw ken)❣️",UgzM_PYPUvzFH30QeRJ4AaABAg,1,24,2020-08-21 16:21:51+00:00,iGUiLWFDWfk,user_4155,Positive,2020-08-21
Ken is slowly turning into my favourite YouTuber. Thank you so much for your awesome content. Lots of love from 🇳🇬🇳🇬,UgyR5yP4pFrdo1FTEIl4AaABAg,1,1,2020-08-21 16:20:43+00:00,iGUiLWFDWfk,user_983,Positive,2020-08-21
"This man is immensely underrated. You are awesome, Ken.",Ugzn2WmnXEFnXU_waxt4AaABAg,1,12,2020-08-21 16:17:02+00:00,iGUiLWFDWfk,user_1951,Positive,2020-08-21
"Hey Ken,
to be honest, I (sort of) knew that you were working with 365,
but I didn't know that you created an entire course for this.
It is very good to see that you really try to create as much value as possible!
I think this course will really benefit a lot of people.


Btw: If a hypothetical person would be in the hypothetical position that they already have their portfolio set up and
basically only want to lern about how to network in this field and get their foot into the door,
especially for more of a machine learning engineering, rather than DS role, do you think this course would be a good fit?
( Maybe I'll buy it anyway tho, just to support you ;) )",Ugy0Cq8f3heAQdJCPVt4AaABAg,2,3,2020-08-21 16:15:38+00:00,iGUiLWFDWfk,user_830,Positive,2020-08-21
Love your channel and your honesty. You're an inspiration. ALLAH BLESS YOU,UgyJn9nz74y3Dengd5R4AaABAg,2,1,2020-08-21 16:13:20+00:00,iGUiLWFDWfk,user_596,Positive,2020-08-21
"I plan on buying this just to support you for all the information you've given me, not just related to data science but the way you really break down the ins and outs of the day to day data science processes.  You have impacted so many people and will continue to do so (hopefully) for a long time.",Ugy32b25WehmcR2xlYJ4AaABAg,1,5,2020-08-21 16:11:43+00:00,iGUiLWFDWfk,user_5116,Positive,2020-08-21
"Is it worth it to Learn C as someone who knows R , is familiar with Java and Python. currently I am focusing on Python.",Ugx2TrmBjevfKJ5UpF14AaABAg,2,2,2020-08-21 16:08:42+00:00,iGUiLWFDWfk,user_3765,Positive,2020-08-21
I've always appreciated your honesty from day 1 and it's one of the reasons why I love watching your videos! 😄,UgxclHjI3o67WQTsqOx4AaABAg,2,28,2020-08-21 16:06:45+00:00,iGUiLWFDWfk,user_4607,Positive,2020-08-21
Such an honest review! 🔥,UgzLscqfWUgMCixFH7t4AaABAg,1,6,2020-08-21 16:03:15+00:00,iGUiLWFDWfk,user_3236,Positive,2020-08-21
"If you do feel that my course may be a good fit for you, these are the places where you can find it:
365 Data Science - Courses ( 57% Annual Discount): https://365datascience.pxf.io/P0jbBY
Udemy (Just my course): https://www.udemy.com/course/how-to-start-a-career-in-data-science/?referralCode=62D60958ED4D86A09314",UgyVJhmngtCON2do1d14AaABAg,7,8,2020-08-21 16:02:30+00:00,iGUiLWFDWfk,user_2385,Positive,2020-08-21
Do I need a degree to become a data analyst/ scientist?,UgzFmztxOd7zHkxfqGh4AaABAg,1,1,2020-08-21 12:54:05+00:00,n3vw0M5RrPU,user_5719,Neutral,2020-08-21
"i loved the 66 days part, look forward to it",Ugy4qrdW8-TDDSZ6QgZ4AaABAg,1,3,2020-08-21 12:15:25+00:00,SsGKZe4dVyk,user_3068,Positive,2020-08-21
Great,Ugw3SrA7D6V8_SQzijV4AaABAg,1,1,2020-08-21 08:31:43+00:00,8igH8qZafpo,user_4704,Positive,2020-08-21
where did you go to college and what did you major in? I really like your videos!,UgzECkbOV0oYjKUXy_B4AaABAg,1,1,2020-08-21 06:19:32+00:00,VN12ZPFsApM,user_3600,Positive,2020-08-21
This channel makes data science more easy to digest piece by piece in an interesting way! Also how old are you at this point and what age did you get your sports analysis job? Just need to get a relative idea of my progress lmao,UgzSrs1E1TekrskL_MV4AaABAg,6,1,2020-08-21 03:17:29+00:00,YbTMIxjk4hI,user_3703,Positive,2020-08-21
"Great video, thank you, but these sound more like strictly machine learning than data science tbh",Ugws0RaVzCu8NHMqedt4AaABAg,2,2,2020-08-20 23:20:05+00:00,yukdXV9LR48,user_1,Positive,2020-08-20
"After 20 years in IT mostly support, I am starting to learn data science and it’s my new goal, started learning sql, python and power BI.",Ugz8z5xFWnWBZl49pUh4AaABAg,2,5,2020-08-20 22:06:07+00:00,4OZip0cgOho,user_789,Positive,2020-08-20
That's so creative Francis!,Ugx-gJNE_16ES3SXLqR4AaABAg,1,2,2020-08-20 20:16:13+00:00,RAMxzqSMDKE,user_883,Positive,2020-08-20
Hey Ken I just wanted to say thank you for creating this channel and the content on it...I always had an interest in Data Science but felt like it had such a high barrier to entry for me I never really thought much of doing it..After graduating with my Bachelors in CS last year however I'll be entering grad school in a week for Data Science specifically with an intended goal to get into Sports Analytics for Baseball...and having only discovered your channel a week ago I've been binging a lot of your videos on Data Science and Sports Analytics and am really thankful for all the great information you provide in all of the videos!...I've been following quite a few CS/Software YouTube channels the past few years but always wished i could find a Data Science/Sports Analytics channel so stumbling upon your channel was awesome to have happen!,UgymcNsN-mVtRNagG3x4AaABAg,1,2,2020-08-20 19:30:53+00:00,n3vw0M5RrPU,user_3639,Positive,2020-08-20
"This is a useful video to introduce newbie like me when we're ready to start our own projects. In fact, and since I've started your""Data science project from scratch"" series, it seems like this one, or a remade one (it seems the sound is a bit lower here, mic issues?) , this video or kind or video would be ideal for an episode ""zero"" of ""Data Science project from scratch"".",Ugx96u3sd9Ezd8rPWkN4AaABAg,2,1,2020-08-20 18:41:24+00:00,sq5TnVJWv6A,user_1105,Positive,2020-08-20
"Thats a great video. I have been following your channel and love your work and its precise content. Inspiring me in my data science path.Great Stuff.Thank you Ray Ojel for sharing your journey. Its of great help! Thanks Pal! And all the very best!

Thanks Ken.",UgyvwFfE5sn7N9IBDpB4AaABAg,1,1,2020-08-20 16:19:52+00:00,SsGKZe4dVyk,user_2523,Positive,2020-08-20
"What he said about ""not understanding Kaggle notebook"" is very relatable! I'm a software developer and I started taking interest in data science.
When I read other people's work on Kaggle the first time, I got discouraged because I didn't understand their thought process. As I started doing more courses online through Kaggle, taking other courses, and just playing around with some dataset, I slowly began to understand other people's work. 

All that is to say: be patient, keep learning and keep tinkering with datasets. It's a marathon not a sprint. You will be surprised by your progress. :)",Ugy_lYDExclxeCrR2bN4AaABAg,1,2,2020-08-20 15:58:40+00:00,SsGKZe4dVyk,user_5237,Positive,2020-08-20
Tigeragon will be a good name!,UgwAatxm4qspcxM9kkl4AaABAg,0,1,2020-08-20 13:57:03+00:00,_rbrdNTpZGo,user_4667,Positive,2020-08-20
hey want to learn data science i am a beginner,UgzpKt1pTVH8PNT65Ux4AaABAg,1,1,2020-08-20 12:57:07+00:00,4OZip0cgOho,user_2716,Neutral,2020-08-20
